fNo.       mw1            mw2        best1.x[0]     best1.theta     best2.x[0]   best2.theta   t/frame
321     0.010358212     0.006372468     317.990     33.226    219.734     149.173    0.030000
322     0.009243702     0.006493904     318.359     33.379    216.631     149.528    0.010000
323     0.009555927     0.006284865     321.750     33.739    218.125     149.991    0.020000
324     0.010788890     0.006245269     317.676     33.019    216.200     149.850    0.020000
325     0.010027078     0.007079745     317.696     32.600    216.075     147.099    0.020000
326     0.006580292     0.007321976     317.866     32.419    214.512     148.158    0.020000
327     0.007754062     0.007747473     318.959     33.208    216.623     148.418    0.010000
328     0.008179835     0.006558342     320.317     32.995    219.511     149.532    0.020000
329     0.010326385     0.006956934     320.399     33.584    258.430     149.086    0.020000
330     0.009217562     0.005941758     316.927     32.971    258.186     149.260    0.020000
331     0.008942037     0.006377604     320.220     33.546    260.426     149.091    0.010000
332     0.008897581     0.006411620     313.863     30.980    259.502     149.831    0.010000
333     0.010875164     0.008798883     320.334     33.442    259.401     149.323    0.030000
334     0.009023421     0.006950224     320.047     33.556    260.489     149.966    0.010000
335     0.011500235     0.006134243     321.638     33.704    261.351     149.754    0.030000
336     0.009508877     0.006819433     326.207     34.815    255.191     149.901    0.010000
337     0.011683194     0.007689484     324.680     34.120    260.782     149.237    0.020000
338     0.008656818     0.006049205     316.670     30.980    256.769     149.958    0.020000
339     0.009654865     0.007578117     329.079     34.667    261.819     149.771    0.020000
340     0.010758888     0.007970410     324.386     33.739    261.307     147.809    0.020000
341     0.006995397     0.006589731     327.644     33.913    262.136     148.894    0.010000
342     0.007727704     0.006686932     328.227     33.686    261.756     149.901    0.030000
343     0.010794639     0.006136307     330.036     34.399    261.817     149.341    0.010000
344     0.008651592     0.006631550     327.649     33.730    263.657     149.457    0.020000
345     0.009648679     0.006174488     328.607     33.736    259.268     148.635    0.020000
346     0.007489616     0.006247552     326.735     33.586    259.726     149.564    0.030000
347     0.009655095     0.006128810     320.872     32.284    265.405     149.567    0.010000
348     0.009112634     0.006983460     323.724     33.358    267.094     149.746    0.020000
349     0.010686449     0.008037835     317.319     31.632    267.604     149.244    0.010000
350     0.009253269     0.007401711     317.416     32.245    268.722     149.999    0.030000
351     0.010871703     0.006528584     316.475     31.748    267.213     149.024    0.010000
352     0.009135643     0.007484146     321.298     33.187    268.872     145.518    0.020000
353     0.005839539     0.006475972     318.663     32.709    270.237     149.784    0.020000
354     0.014199893     0.007347759     314.065     30.213    270.243     149.112    0.020000
355     0.009310575     0.009676239     318.108     32.171    270.867     148.326    0.020000
356     0.007646620     0.006935733     317.825     32.585    268.310     149.338    0.020000
357     0.009758902     0.007133530     321.116     33.141    268.092     149.826    0.010000
358     0.010404776     0.006560925     317.963     32.452    270.959     149.786    0.030000
359     0.010604807     0.008414991     321.902     33.788    270.526     147.899    0.020000
360     0.006992901     0.006752104     319.390     33.109    273.945     148.702    0.010000
361     0.008740040     0.006586537     318.234     33.283    274.041     149.441    0.030000
362     0.009589114     0.006888487     316.802     32.941    269.651     149.008    0.020000
363     0.007651767     0.006665120     315.848     32.462    272.484     149.956    0.010000
364     0.010883482     0.007040821     315.933     33.295    272.034     149.400    0.010000
365     0.009008942     0.006688516     313.658     32.799    273.252     149.601    0.030000
366     0.010014627     0.005896750     314.859     33.316    274.969     149.608    0.020000
367     0.010638214     0.006493005     317.237     34.356    273.298     149.895    0.020000
368     0.010227032     0.007326914     317.829     34.620    272.263     149.724    0.020000
369     0.009154932     0.006044832     310.784     32.917    274.264     149.858    0.010000
370     0.010771192     0.006790366     317.746     34.936    273.909     149.375    0.030000
371     0.008429680     0.006985179     317.066     34.572    276.286     149.406    0.010000
372     0.010376240     0.005414128     311.678     33.359    275.732     149.255    0.010000
373     0.009596917     0.006644882     316.681     34.299    272.092     149.990    0.020000
374     0.011322377     0.006183469     311.876     33.540    275.151     149.941    0.020000
375     0.010824015     0.006850828     313.428     32.605    271.804     149.583    0.020000
376     0.009595120     0.006941166     314.173     33.731    274.342     148.898    0.020000
377     0.007452910     0.006689558     319.488     34.994    272.870     149.932    0.020000
378     0.011316048     0.007159587     316.177     34.361    277.149     149.850    0.010000
379     0.010824664     0.006306924     317.518     33.681    271.586     149.897    0.020000
380     0.010147189     0.005699895     316.027     34.546    270.027     149.039    0.020000
381     0.009399532     0.007349614     320.613     35.274    272.379     149.544    0.020000
382     0.009079427     0.005898942     316.890     34.406    273.343     149.645    0.020000
383     0.009296113     0.006071792     315.699     34.288    272.688     149.869    0.020000
384     0.009739518     0.005763859     318.858     34.097    272.119     149.024    0.020000
385     0.008298830     0.006533655     311.868     32.064    271.895     149.717    0.010000
386     0.009541361     0.007139158     312.479     32.192    266.399     149.689    0.020000
387     0.009704766     0.006893492     316.538     34.062    268.626     149.249    0.020000
388     0.008781743     0.006727588     317.529     33.639    271.300     149.314    0.030000
389     0.008200364     0.006478369     316.613     33.114    270.298     149.056    0.010000
390     0.008226895     0.006918979     319.131     33.895    267.100     149.817    0.020000
391     0.010656738     0.006648437     319.113     33.872    270.722     149.721    0.020000
392     0.011834187     0.006108709     317.012     33.393    267.674     149.346    0.020000
